"title","type","release_year","age_certification","runtime","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","main_genre","country"
"Selfie 69","MOVIE",2016,NA,116,NA,6.1,1700,3.992,6.8,"romance","Other"
"Ali Baba and the 7 Dwarfs","MOVIE",2015,"PG-13",114,NA,5.8,19834,4.029,5.2,"comedy","Turkey"
"Ghost Patrol","MOVIE",2016,NA,50,NA,5.1,221,2.6,4.5,"animation","Canada"
"Talvar","MOVIE",2015,"PG",132,NA,8.1,34659,7.577,7.5,"thriller","India"
"Liar, Liar, Vampire","MOVIE",2015,"G",66,NA,5.8,940,9.114,7.1,"comedy","USA"
"I'll Sleep When I'm Dead","MOVIE",2016,NA,82,NA,6.6,1358,5.041,6.5,"documentation","USA"
"Dil Dhadakne Do","MOVIE",2015,"PG-13",170,NA,7,17149,7.728,6.8,"drama","India"
"Wazir","MOVIE",2016,"PG-13",103,NA,7.2,18681,6.966,6.6,"thriller","India"
"Cosmos Laundromat","MOVIE",2015,NA,12,NA,NA,NA,2.931,6.6,"fantasy","Other"
"The Worthy","MOVIE",2016,NA,95,NA,5.1,1981,5.506,4.8,"scifi","Other"
"Kyaa Kool Hain Hum 3","MOVIE",2016,NA,124,NA,1.9,4341,3.768,3.1,"comedy","India"
"Chronically Metropolitan","MOVIE",2016,NA,86,NA,5,1503,4.043,5.2,"drama","USA"
"1898: Our Last Men in the Philippines","MOVIE",2016,"PG-13",130,NA,6.5,3281,9.711,6.5,"drama","Spain"
"Sofía Niño de Rivera: Exposed","MOVIE",2016,NA,80,NA,7.3,299,2.319,7.4,"comedy","Mexico"
"Russell Peters: Almost Famous","MOVIE",2016,NA,73,NA,6.5,1882,3.53,6.7,"comedy","USA"
"Miss in Kiss","SHOW",2016,"TV-14",36,1,7.7,98,4.001,8,"comedy","Taiwan"
"Ludo","MOVIE",2015,NA,90,NA,2.8,825,2.932,2.9,"horror","India"
"Everything About Her","MOVIE",2016,NA,126,NA,7.1,328,2.675,8.1,"comedy","Philippines"
"#FollowFriday","MOVIE",2016,NA,90,NA,2.7,382,3.26,3.6,"thriller","USA"
"Eddie: Strongman","MOVIE",2015,NA,98,NA,7.4,1158,2.802,6.8,"documentation","UK"
"Gabbar Is Back","MOVIE",2015,"PG-13",130,NA,7.2,24676,6.772,7.2,"drama","India"
"The Massively Mixed-Up Middle School Mystery","MOVIE",2015,NA,39,NA,7.3,78,1.784,NA,"comedy",NA
"Jonah","MOVIE",2016,"PG",97,NA,5.4,230,3.027,6,"thriller","Brazil"
"Coach Snoop","SHOW",2016,"TV-MA",29,2,6.8,583,2.274,7.8,"documentation","USA"
"Motu Patlu: King Of Kings","MOVIE",2016,"G",109,NA,6.8,157,1.903,9,"animation","India"
"Sen Benim HerŞeyimsin","MOVIE",2016,NA,107,NA,6.2,2667,1.91,6.3,"comedy","Turkey"
"Barakah Meets Barakah","MOVIE",2016,NA,88,NA,6.3,1681,1.775,6.5,"romance","Other"
"Word Party","SHOW",2016,"TV-Y",20,5,5.7,349,7.049,8.3,"animation","USA"
"Fitoor","MOVIE",2016,NA,131,NA,5.4,4787,3.791,5.8,"drama","India"
"Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine)","MOVIE",2015,NA,78,NA,6.8,1506,5.005,6.9,"comedy","USA"
"Puerto Ricans in Paris","MOVIE",2015,"R",82,NA,5.3,1824,6.561,5.7,"comedy","USA"
"Reggie Watts: Spatial","MOVIE",2016,NA,61,NA,6,503,3.124,5.7,"comedy","USA"
"You Are My Sunday","MOVIE",2016,NA,119,NA,7.8,1649,1.682,7,"drama","India"
"Layla M.","MOVIE",2016,NA,98,NA,6.7,1692,4.299,6.4,"drama","Other"
"Trailer Park Boys: Out of the Park: Europe","SHOW",2016,"TV-MA",30,2,7,2285,7.035,6.2,"action","Canada"
"Asperger's Are Us","MOVIE",2016,NA,83,NA,6.6,737,4.968,5.9,"documentation","USA"
"Honeytrap","MOVIE",2015,NA,93,NA,5.9,758,2.663,4.8,"drama","UK"
"City of Joy","MOVIE",2016,NA,74,NA,7.5,525,2.208,7.5,"documentation","Other"
"ABCD 2","MOVIE",2015,"PG",154,NA,5.4,6258,5.018,5.6,"music","India"
"Iliza Shlesinger: Freezing Hot","MOVIE",2015,NA,71,NA,6.8,2572,4.925,6.6,"comedy","USA"
"My Sunshine","SHOW",2015,"TV-PG",45,1,6.6,185,9.643,6.5,"drama","China"
"Carlos Ballarta: el amor es de putos","MOVIE",2016,NA,67,NA,7,232,3.98,6.7,"comedy","Mexico"
"Offline: Are You Ready for the Next Level?","MOVIE",2016,NA,91,NA,5,775,20.082,5.4,"action","Germany"
"A Touch of Green","SHOW",2015,"TV-MA",46,1,8.4,314,7.483,9,"family","Taiwan"
"Olmo and the Seagull","MOVIE",2015,NA,90,NA,7.2,674,2.566,7.1,"drama","France"
"7:19","MOVIE",2016,NA,94,NA,5.9,644,9.125,6.4,"thriller","Mexico"
"Born in Syria","MOVIE",2016,NA,86,NA,7.7,279,2.526,7.1,"documentation","Spain"
"Te3n","MOVIE",2016,"PG-13",136,NA,7.3,12816,8.131,6.9,"thriller","India"
"Kulipari: An Army of Frogs","SHOW",2016,NA,24,2,6.9,254,6.244,7.4,"action","USA"
"The Doll","MOVIE",2016,NA,106,NA,5.2,738,5.963,5.3,"thriller","Indonesia"
"Brother Jekwu","MOVIE",2016,NA,103,NA,NA,NA,0.707,NA,"comedy","Nigeria"
"Clair Obscur","MOVIE",2016,NA,100,NA,6.5,2374,3.914,6.3,"drama","Turkey"
"Pettson and Findus: The Best Christmas Ever","MOVIE",2016,NA,82,NA,5.5,353,5.852,5.4,"family","Germany"
"U Turn","MOVIE",2016,"R",120,NA,7.5,3310,3.343,6.7,"horror","India"
"28 Faces of the Moon","SHOW",2016,"TV-14",18,1,6.4,25,3.956,6,"drama","Korea"
"I Love You","MOVIE",2016,NA,98,NA,4.7,983,3.857,4.5,"drama","Other"
"Ordinary People","MOVIE",2016,NA,107,NA,7.3,498,3.296,6.3,"drama","Philippines"
"Poshter Girl","MOVIE",2016,"PG-13",140,NA,6.6,328,2.098,8,"comedy","India"
"The Creative Indians","SHOW",2016,"TV-MA",28,4,8.3,45,0.621,NA,"documentation","USA"
"Shaandaar","MOVIE",2015,"PG-13",144,NA,3.6,5612,5.132,4.9,"romance","India"
"Kazoops!","SHOW",2016,NA,11,3,7.5,122,1.284,8,"family","Australia"
"Bottersnikes & Gumbles","SHOW",2016,"TV-Y7",13,4,5.1,47,3.816,7.3,"action","Australia"
"Hawaizaada","MOVIE",2015,"PG",157,NA,5.6,1910,1.792,6,"fantasy","India"
"Fangbone!","SHOW",2016,"TV-PG",22,1,6.2,312,1.481,5.6,"animation","Canada"
"Very Big Shot","MOVIE",2015,"R",107,NA,7.1,1395,1.168,6.7,"thriller","Other"
"Joe Rogan: Triggered","MOVIE",2016,NA,63,NA,7.4,4447,4.341,6.7,"comedy","USA"
"X: Past Is Present","MOVIE",2015,"PG-13",105,NA,5.1,699,1.487,5.7,"drama","India"
"David Cross: Making America Great Again","MOVIE",2016,NA,74,NA,6.4,1647,4.239,6.7,"comedy","USA"
"100 Meters","MOVIE",2016,NA,108,NA,7.5,6167,9.529,7.5,"drama","Spain"
"Iliza Shlesinger: Confirmed Kills","MOVIE",2016,NA,77,NA,6.6,2865,4.549,6.4,"comedy","USA"
"Breaking the Bank","MOVIE",2016,NA,106,NA,4.8,928,3.571,4.5,"comedy","UK"
"Hannibal Buress: Comedy Camisado","MOVIE",2016,"R",67,NA,6.6,1517,4.269,6.4,"comedy","USA"
"Have You Ever Fallen in Love, Miss Jiang?","SHOW",2016,"TV-14",89,1,NA,NA,2.273,NA,"drama","Taiwan"
"Bangistan","MOVIE",2015,"PG-13",135,NA,4.5,1273,2.835,6.4,"comedy","India"
"Lang Tong","MOVIE",2015,NA,83,NA,4.8,307,3.034,4,"thriller","Other"
"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin","MOVIE",2015,NA,74,NA,6.5,1036,4.159,5.6,"comedy",NA
"Kiss of Life","MOVIE",2015,"G",102,NA,5.9,1248,3.297,4.3,"comedy","Turkey"
"Chasing Cameron","SHOW",2016,"TV-PG",28,1,3.8,501,1.968,5.8,"reality","USA"
"S Storm","MOVIE",2016,"PG-13",90,NA,5.2,697,3.625,5.7,"action","China"
"Hans Teeuwen: Echte Rancune","MOVIE",2016,NA,103,NA,NA,NA,1.4,6.3,"comedy","Other"
"Theo Von: No Offense","MOVIE",2016,NA,65,NA,5.6,864,2.977,6.4,"comedy","USA"
"If I were an Animal","SHOW",2016,"TV-G",10,1,NA,NA,0.722,NA,"documentation","France"
"Mike Epps: Don't Take It Personal","MOVIE",2015,NA,60,NA,4.4,274,3.226,4.6,"comedy","USA"
"Husband Factor","MOVIE",2015,"PG-13",108,NA,6.2,5031,4.02,5.7,"comedy","Turkey"
"Michael Che Matters","MOVIE",2016,NA,60,NA,7.2,2586,4.977,6.8,"comedy","USA"
"Spark","SHOW",2016,"TV-14",13,5,7,57,1.214,NA,"drama","Korea"
"Under the Black Moonlight","SHOW",2016,"TV-14",10,1,5,56,2.682,4,"drama","Korea"
"Aziz Ansari: Live at Madison Square Garden","MOVIE",2015,NA,58,NA,6.6,3247,6.299,6.7,"comedy","USA"
"Hibana: Spark","SHOW",2016,NA,53,1,7.9,798,5.713,7.8,"drama","Japan"
"Katti Batti","MOVIE",2015,NA,138,NA,4.7,3137,2.601,5.6,"romance","India"
"Ave Maria","MOVIE",2015,NA,15,NA,NA,NA,3.006,5.9,"comedy","France"
"Patton Oswalt: Talking for Clapping","MOVIE",2016,NA,65,NA,6.8,1971,3.899,6.5,"comedy","USA"
"Husband Factor: Resurrection","MOVIE",2016,"PG",108,NA,5.4,297,3.726,6.1,"comedy","Turkey"
"XV Beyond the Tryline","MOVIE",2016,NA,91,NA,6.8,75,1.4,7.5,"documentation","UK"
"Close Your Eyes Before It's Dark","SHOW",2016,"TV-14",84,1,7,218,2.87,7,"drama","Taiwan"
"Best Lover","SHOW",2016,"TV-14",45,1,6.8,74,3.951,9.7,"drama","China"
"Luna Petunia","SHOW",2016,"TV-Y",24,3,6.2,58,2.504,8,"animation","Canada"
"Dana Carvey: Straight White Male, 60","MOVIE",2016,NA,64,NA,6.4,1483,5.384,6.3,"comedy","USA"
"A Second Chance","MOVIE",2015,NA,130,NA,8.6,47,3.425,7.1,"romance","Philippines"
"Soul Thieves","MOVIE",2015,NA,88,NA,5,275,5.002,5.6,"horror","Mexico"
"Umrika","MOVIE",2015,NA,98,NA,6.6,1463,4.514,5.8,"drama","India"
"Wedding Association 2: Circumcision","MOVIE",2015,"PG-13",107,NA,6.4,10261,5.328,6.3,"comedy","Turkey"
"The Miracle","SHOW",2016,"TV-14",18,1,6.3,210,10.889,8,"drama","Korea"
"The Dream Job","SHOW",2016,"TV-14",44,1,6.1,14,0.967,NA,"drama","Other"
"One in a Billion","MOVIE",2016,NA,69,NA,6.7,543,1.67,7,"documentation","USA"
"Frank and Cindy","MOVIE",2015,NA,102,NA,6.1,855,3.109,5.4,"comedy","USA"
"Vanished 46","SHOW",2016,"TV-MA",61,1,8.4,4269,3.44,7.8,"scifi","Turkey"
"Niyazi Gül Dörtnala","MOVIE",2015,"PG",106,NA,4.5,3170,3.158,4.2,"comedy","Turkey"
"Brent Morin: I'm Brent Morin","MOVIE",2015,NA,67,NA,6.5,688,2.743,7.3,"comedy","USA"
"My Mother's Wound","MOVIE",2016,"PG-13",120,NA,7.3,3620,3.947,6.9,"drama","Turkey"
"Saawan","MOVIE",2016,NA,90,NA,7.4,239,2.717,7.4,"drama","Other"
"Beauty and the Bestie","MOVIE",2015,NA,119,NA,4.8,294,3.422,4.8,"comedy","Philippines"
"The CEO","MOVIE",2016,"PG-13",105,NA,5.7,121,1.482,NA,"drama","Nigeria"
"Sam Kinison: The Scream Continues","MOVIE",2016,NA,29,NA,6.1,39,1.225,7,"documentation","USA"
"Magic Cellphone","SHOW",2016,"TV-PG",13,1,4.1,21,2.159,10,"drama","Korea"
"Sila Samayangalil","MOVIE",2016,NA,101,NA,5.5,30,2.48,7.8,"drama","India"
"Secret of Success","SHOW",2015,"TV-14",41,1,NA,NA,0.6,NA,"drama","Other"
"Diamond Lover","SHOW",2015,"TV-PG",45,1,6.4,138,16.282,7.5,"comedy","China"
"Ricardo O'Farrill: Abrazo Genial","MOVIE",2016,NA,92,NA,5.5,113,1.113,5.2,"comedy","Mexico"
"Brahman Naman","MOVIE",2016,NA,94,NA,5.5,1884,3.764,5.6,"comedy","UK"
"Dedemin Fişi","MOVIE",2016,"PG",100,NA,5.5,3524,2.177,5.9,"comedy","Turkey"
"My Stupid Boss","MOVIE",2016,NA,106,NA,7.2,1511,2.154,6.8,"comedy","Indonesia"
"Love O2O","MOVIE",2016,NA,105,NA,6.4,998,6.117,6.9,"romance","China"
"Ojukokoro (Greed)","MOVIE",2016,NA,110,NA,6.7,62,1.061,6,"comedy","Nigeria"
"Aerials","MOVIE",2016,NA,90,NA,1.5,382,1.217,NA,"drama","Other"
"Unchained fate","SHOW",2016,"TV-14",40,1,NA,NA,1.008,NA,"scifi","Other"
"Santa Pac's Merry Berry Day","MOVIE",2016,NA,44,NA,NA,NA,1.328,5.5,"action","Japan"
"Sons of the Caliphate","SHOW",2015,"TV-14",39,1,7.4,32,0.73,NA,"drama","Nigeria"
"Cedric the Entertainer: Live from the Ville","MOVIE",2016,NA,60,NA,6,681,1.851,5.6,"comedy","USA"
"The Blind Christ","MOVIE",2016,NA,95,NA,5.8,273,5.917,4.9,"drama","Other"
"Souk Bazaar","MOVIE",2015,"PG",97,NA,5.2,1891,2.834,5.1,"comedy","Turkey"
"Dharam Sankat Mein","MOVIE",2015,"PG-13",129,NA,6.3,2237,2.129,6.8,"comedy","India"
"Saudi Arabia Uncovered","MOVIE",2016,NA,51,NA,NA,NA,1.102,6.5,"documentation","Other"
"#Rucker50","MOVIE",2016,NA,56,NA,5.2,117,2.578,3.7,"documentation","USA"
"The Tour","MOVIE",2016,NA,93,NA,NA,NA,0.6,7,"comedy","Other"
"Barcelona: A Love Untold","MOVIE",2016,NA,132,NA,6.9,749,2.518,6.1,"drama","Philippines"
"Project Marathwada","MOVIE",2016,NA,110,NA,6.6,88,1.384,NA,"drama","India"
"Gang of the Caribbean","MOVIE",2016,NA,90,NA,5.1,294,1.943,4.8,"thriller","France"
"Budhia Singh: Born to Run","MOVIE",2016,NA,112,NA,7.6,1479,1.584,6.1,"drama","India"
"Crazy Beautiful You","MOVIE",2015,NA,115,NA,7.2,828,3.591,6.9,"romance","Philippines"
"Kara Bela","MOVIE",2015,"PG-13",100,NA,6.8,8920,5.414,6.7,"comedy","Turkey"
"Road To High & Low","MOVIE",2016,NA,95,NA,6.7,177,4.283,6,"action","Japan"
"Fartsa","SHOW",2015,"TV-14",60,1,6.7,195,2.355,7.3,"crime","Other"
"The Breakup Playlist","MOVIE",2015,NA,117,NA,6.5,303,0.862,6.8,"drama","Philippines"
"Singles Villa","SHOW",2015,"TV-14",45,1,7.7,28,0.992,7.5,"drama","China"
"Vince & Kath & James","MOVIE",2016,NA,116,NA,6.9,371,2.128,6.4,"romance","Philippines"
"Sommore: The Reign Continues","MOVIE",2015,"R",93,NA,6.9,76,1.839,7,"comedy","USA"
"The Last Egg","MOVIE",2016,NA,95,NA,4.8,98,1.552,6,"romance","Other"
"Ricardo O'Farrill: abrazo navideño","MOVIE",2016,NA,31,NA,5.7,67,1.034,5.7,"comedy","Mexico"
"You're My Boss","MOVIE",2015,NA,116,NA,6.3,272,1.888,8.1,"comedy","Philippines"
"Everyday I Love You","MOVIE",2015,NA,122,NA,7.1,491,2.321,7.9,"romance","Philippines"
"Triumph in the Skies","MOVIE",2015,NA,100,NA,4.3,368,2.088,4.2,"comedy","Other"
"The Super Parental Guardians","MOVIE",2016,NA,115,NA,4.5,204,1.957,6.7,"comedy","Philippines"
"Gbomo Gbomo Express","MOVIE",2015,NA,97,NA,5,50,2.123,5,"drama","Nigeria"
"Chris D'Elia: Incorrigible","MOVIE",2015,"R",83,NA,6.4,1535,4.419,6.2,"comedy","USA"
"Virunga: Gorillas in Peril","MOVIE",2015,NA,28,NA,6.6,32,1.258,7,"documentation","USA"
"Thomas & Friends: Full Steam To The Rescue!","MOVIE",2016,NA,93,NA,NA,NA,1.278,10,"family","UK"
"Cristina","MOVIE",2016,NA,39,NA,NA,NA,2.358,8.2,"drama","USA"
"Janoskians: Untold and Untrue","MOVIE",2015,NA,88,NA,3.7,160,2.38,5.1,"comedy","USA"
"Dieter Nuhr: Nuhr in Berlin","MOVIE",2016,NA,68,NA,4.8,67,1.074,6.2,"comedy","Germany"
"Santa Banta Pvt Ltd","MOVIE",2016,NA,112,NA,2.7,282,1.729,3.8,"comedy","India"
"Tariqi: My Way","SHOW",2015,"TV-14",42,1,7.2,143,NA,NA,"drama","Other"
"'76","MOVIE",2016,"PG-13",118,NA,5.6,220,1.73,7.2,"romance","Nigeria"
"The Governor","SHOW",2016,"TV-14",45,1,7.4,100,NA,NA,"drama","Nigeria"
"Grandmother's Farm Part 2","MOVIE",2015,NA,80,NA,5.3,59,NA,NA,"comedy","Other"
"Jandino: Whatever it Takes","MOVIE",2016,NA,94,NA,4.5,30,0.933,5,"comedy","UK"
"The Unmarried Wife","MOVIE",2016,NA,130,NA,5.8,188,1.075,6.5,"romance","Philippines"
"The Love Affair","MOVIE",2015,NA,125,NA,6.2,256,1.68,5.7,"romance","Philippines"
"Pac’s Scary Halloween","MOVIE",2016,NA,44,NA,NA,NA,1.078,7.4,"fantasy","USA"
"Back to 1989","SHOW",2016,"TV-14",44,1,8,106,4.257,8.8,"scifi","Taiwan"
"Snervous Tyler Oakley","MOVIE",2015,"PG-13",82,NA,5.4,473,2.688,5.7,"documentation","USA"
"Meet The in-Laws","MOVIE",2016,NA,75,NA,6,23,1.4,5,"comedy","Nigeria"
"Oloibiri","MOVIE",2015,NA,106,NA,5.1,183,2.128,NA,"thriller","Canada"
"A Chaster Marriage","MOVIE",2016,"PG-13",93,NA,5.4,874,1.645,5.1,"romance","Turkey"
"Popples","SHOW",2015,NA,25,3,6,57,8.408,8,"animation","France"
"Hajwala: The Missing Engine","MOVIE",2016,"R",96,NA,2.1,250,1.618,6.2,"drama","Other"
"The Arbitration","MOVIE",2016,NA,100,NA,5.1,121,1.974,6.5,"drama","Nigeria"
"Just the Way You Are","MOVIE",2015,NA,107,NA,6.3,502,2.99,7.5,"drama","Philippines"
"My Little Baby","SHOW",2016,"TV-PG",37,1,6.9,103,6.772,5.4,"comedy","Korea"
"Love Storm","SHOW",2016,"TV-14",87,1,5.5,325,4.504,9,"family","Taiwan"
"Bibik Bibikku","SHOW",2016,"TV-PG",40,1,NA,NA,3.438,NA,"drama","Other"
"The Third Party","MOVIE",2016,NA,118,NA,6.1,267,2.677,5.6,"comedy","Philippines"
"Lakeeran","MOVIE",2016,NA,113,NA,6.2,33,0.653,NA,"drama","India"
"Love Is a Story","MOVIE",2015,NA,107,NA,6,365,1.4,7,"comedy","Other"
"Time Out","MOVIE",2015,NA,98,NA,6,399,1.229,7.3,"drama","India"
"Jada","MOVIE",2016,"PG-13",16,NA,5.3,157,0.6,4,"drama","USA"
"Ozark","SHOW",2017,"TV-MA",60,4,8.5,278223,290.316,8.2,"crime","USA"
"Derry Girls","SHOW",2018,"TV-MA",25,3,8.4,28718,27.308,8.2,"comedy","UK"
"The Sinner","SHOW",2017,"TV-MA",45,4,7.9,117055,65.193,7.5,"crime","USA"
"Blade Runner 2049","MOVIE",2017,"R",164,NA,8,539864,61.861,7.5,"scifi","Canada"
"Dark","SHOW",2017,"TV-MA",56,3,8.7,354443,152.46,8.4,"scifi","Germany"
"Sorry to Bother You","MOVIE",2018,"R",111,NA,6.9,75653,14.691,6.8,"fantasy","USA"
"Dunkirk","MOVIE",2017,"PG-13",107,NA,7.8,619645,33.05,7.5,"drama","USA"
"Wind River","MOVIE",2017,"R",106,NA,7.7,240408,32.096,7.4,"thriller","France"
"Molly's Game","MOVIE",2017,"R",140,NA,7.4,165817,21.304,7.1,"drama","Canada"
"Riverdale","SHOW",2017,"TV-14",42,6,6.7,139154,369.341,8.5,"thriller","USA"
"Legacies","SHOW",2018,"TV-14",42,4,7.3,28877,270.461,8.5,"scifi","USA"
"Mindhunter","SHOW",2017,"TV-MA",53,2,8.6,261429,45.108,8,"crime","USA"
"Den of Thieves","MOVIE",2018,"R",140,NA,7,107701,55.531,6.7,"thriller","USA"
"All American","SHOW",2018,"TV-14",42,4,7.6,9704,65.499,8.2,"drama","USA"
"Phantom Thread","MOVIE",2017,"R",130,NA,7.4,128600,18.165,7.3,"romance","USA"
"Manifest","SHOW",2018,"TV-14",42,3,7.1,50145,87.315,7.7,"scifi","USA"
"Elite","SHOW",2018,"TV-MA",48,5,7.4,73062,531.821,8.1,"crime","Spain"
"Cobra Kai","SHOW",2018,"TV-14",31,5,8.6,163858,385.985,8.2,"action","USA"
"You","SHOW",2018,"TV-MA",47,3,7.7,225949,80.568,8.2,"thriller","USA"
"Lost in Space","SHOW",2018,"TV-PG",49,3,7.3,96868,52.535,7.6,"scifi","USA"
"Money Heist","SHOW",2017,"TV-MA",50,5,8.3,450797,1.4,NA,"crime","Spain"
"Lady Bird","MOVIE",2017,"R",94,NA,7.4,277165,28.718,7.3,"drama","USA"
"Good Girls","SHOW",2018,"TV-14",42,4,7.7,49867,51.087,8.1,"comedy","USA"
"The Ritual","MOVIE",2017,"R",94,NA,6.3,92788,35.205,6.2,"horror","UK"
"Bodyguard","SHOW",2018,"TV-MA",60,2,8.1,114446,26.109,7.9,"war","UK"
"Godless","SHOW",2017,"TV-MA",65,1,7.6,27,32.203,7.8,"western","USA"
"Altered Carbon","SHOW",2018,"TV-MA",52,2,7.9,162018,59.428,7.8,"scifi","USA"
"Maniac","SHOW",2018,"TV-MA",39,1,7.7,74877,18.19,7.4,"drama","USA"
"Dirty John","SHOW",2018,"TV-MA",44,2,7.3,20817,14.581,7.3,"crime","USA"
"Darkest Hour","MOVIE",2017,"PG-13",125,NA,7.4,193208,22.688,7.4,"drama","UK"
"Babylon Berlin","SHOW",2017,"TV-MA",49,4,8.4,23256,25.424,7.9,"crime","Germany"
"Charmed","SHOW",2018,"TV-14",42,4,4.5,16091,126.643,7.4,"scifi","USA"
"The Haunting of Hill House","SHOW",2018,"TV-MA",58,1,8.6,226817,36.217,8.1,"drama","USA"
"HAPPY!","SHOW",2017,"TV-MA",43,2,8.1,37747,12.512,7.5,"scifi","USA"
"Workin' Moms","SHOW",2017,"TV-MA",22,6,7.8,14892,14.338,7.8,"comedy","Canada"
"The Nightingale","MOVIE",2018,"R",136,NA,7.3,28196,29.689,7.1,"thriller","Australia"
"Wild Wild Country","SHOW",2018,"TV-MA",67,1,8.1,29298,13.095,7.9,"crime","USA"
"Somebody Feed Phil","SHOW",2018,"TV-14",52,5,8.2,4420,7.234,7.5,"documentation","USA"
"Big Mouth","SHOW",2017,"TV-MA",27,6,7.9,74660,68.109,7.8,"animation","USA"
"How It Ends","MOVIE",2018,NA,113,NA,5,51513,28.552,5.3,"thriller","Canada"
"Dynasty","SHOW",2017,"TV-14",42,5,7.2,21136,62.172,8.2,"drama","USA"
"The Disaster Artist","MOVIE",2017,"R",104,NA,7.3,149604,13.876,7.1,"comedy","USA"
"Imposters","SHOW",2017,"TV-14",43,2,7.8,13238,19.835,7.3,"drama","USA"
"Anne with an E","SHOW",2017,"TV-G",46,3,8.7,51001,147.762,8.8,"drama","Canada"
"Ghostland","MOVIE",2018,"R",91,NA,6.4,30444,67.252,7.4,"horror","France"
"Perfect Bid: The Contestant Who Knew Too Much","MOVIE",2017,NA,72,NA,6.6,2176,4.983,6.5,"documentation","Canada"
"Manhunt","SHOW",2017,"TV-14",43,2,8.1,57459,39.681,7.7,"documentation","USA"
"The Ballad of Buster Scruggs","MOVIE",2018,"R",132,NA,7.3,141528,35.22,7.1,"western","USA"
"Okja","MOVIE",2017,"PG-13",122,NA,7.3,116305,23.865,7.4,"drama","Korea"
"Santa Clarita Diet","SHOW",2017,"TV-MA",29,3,7.9,64467,26.17,7.5,"comedy","USA"
"The Bad Batch","MOVIE",2017,"R",119,NA,5.2,30785,20.735,5.2,"drama","USA"
"The Bureau of Magical Things","SHOW",2018,"TV-G",23,2,6.7,1914,15.122,7.6,"scifi","Australia"
"One Day at a Time","SHOW",2017,"TV-PG",29,4,8.2,15669,27.347,8,"comedy","USA"
"The End of the F***ing World","SHOW",2017,"TV-MA",21,2,8.1,177868,60.765,8.2,"crime","UK"
"Safe","SHOW",2018,"TV-MA",45,1,7.2,41822,18.515,6.9,"drama","UK"
"GLOW","SHOW",2017,"TV-MA",34,4,8,44751,18.959,7.4,"drama","USA"
"Trolls: The Beat Goes On!","SHOW",2018,"TV-G",21,8,5.8,798,14.06,8.6,"comedy","USA"
"Collateral","SHOW",2018,"TV-MA",57,1,6.7,17304,15.543,6.4,"drama","UK"
"Shot Caller","MOVIE",2017,"R",120,NA,7.3,83961,29.901,6.9,"thriller","USA"
"Castlevania","SHOW",2017,"TV-MA",26,4,8.3,61114,97.7,8.3,"scifi","USA"
"The Shack","MOVIE",2017,"PG-13",132,NA,6.2,35406,129.191,7.4,"fantasy","USA"
"The Kominsky Method","SHOW",2018,"TV-MA",26,3,8.2,38232,16.555,7.6,"drama","USA"
"Knightfall","SHOW",2017,"TV-14",44,2,6.7,19809,30.484,7,"action","USA"
"Atypical","SHOW",2017,"TV-14",31,4,8.3,81643,40.8,8.3,"comedy","USA"
"Alias Grace","SHOW",2017,"TV-MA",44,1,7.7,31577,15.686,7.4,"drama","Canada"
"Roma","MOVIE",2018,"R",135,NA,7.7,153508,17.67,7.7,"drama","Mexico"
"Deadwind","SHOW",2018,"TV-MA",46,3,7.3,8762,16.444,6.8,"drama","Other"
"Crooked House","MOVIE",2017,"PG-13",115,NA,6.3,23327,11.071,6.4,"drama","UK"
"A Series of Unfortunate Events","SHOW",2017,"TV-PG",47,3,7.8,59239,33.836,7.3,"action","USA"
"The Beguiled","MOVIE",2017,"R",93,NA,6.8,21,37.717,5.9,"drama","USA"
"American Vandal","SHOW",2017,"TV-MA",33,2,8.1,29972,20.845,7.6,"comedy","USA"
"Watership Down","SHOW",2018,"TV-PG",50,1,7.2,6043,6.412,6.9,"animation","UK"
"Mystery Science Theater 3000","SHOW",2017,"TV-14",86,2,8.2,3605,4.991,7.9,"scifi","USA"
"Chilling Adventures of Sabrina","SHOW",2018,"TV-14",57,4,7.4,90327,124.52,8.3,"scifi","USA"
"What Happened to Monday","MOVIE",2017,"R",123,NA,6.8,120311,52.94,7.2,"thriller","Other"
"The Foreigner","MOVIE",2017,"R",113,NA,7,112487,44.823,6.8,"thriller","India"
"Apostle","MOVIE",2018,"R",130,NA,6.3,51038,20.664,6.1,"thriller","USA"
"Icarus","MOVIE",2017,NA,121,NA,7.9,48672,13.434,7.7,"documentation","USA"
"The Package","MOVIE",2018,"R",94,NA,5.5,17226,32.016,6,"comedy","USA"
"Violet Evergarden","SHOW",2018,"TV-14",25,1,8.4,19940,56.177,8.7,"drama","Japan"
"Narcos: Mexico","SHOW",2018,"TV-MA",56,3,8.4,80902,58.895,7.9,"drama","USA"
"Mary Magdalene","MOVIE",2018,"R",120,NA,5.9,10234,103.034,6.3,"drama","UK"
"Disenchantment","SHOW",2018,"TV-14",29,4,7.2,58639,74.537,7.6,"scifi","USA"
"Gerald's Game","MOVIE",2017,NA,103,NA,6.5,104894,19.167,6.4,"horror","USA"
"Level 16","MOVIE",2018,NA,102,NA,6,11118,27.133,6.8,"thriller","Canada"
"BAKI","SHOW",2018,"TV-MA",24,3,6.7,5706,309.314,8.1,"action","Japan"
